# File generated by...
# program:      TSTool 10.00.01beta (2011-04-20)
# user:         sam
# date:         Mon May 09 11:47:31 MDT 2011
# host:         AMAZON
# directory:    C:\Develop\TSTool_SourceBuild\TSTool\doc\Training\02-intro-CDSS-Data\example3-HydroBase
# command line: TSTool -home test/operational/CDSS
# -----------------------------------------------------------------------
# Command file name: "C:\Develop\TSTool_SourceBuild\TSTool\doc\Training\02-intro-CDSS-Data\example3-HydroBase\SPlatteStreamflow.TSTool"
# Commands: 
# # Simple example to query HydroBase time series.
# # 06759500 - SOUTH PLATTE RIVER AT FORT MORGAN, CO.
# 06759500.USGS.Streamflow.Month~HydroBase
# # 06754000 - SOUTH PLATTE RIVER NEAR KERSEY, CO
# 06754000.DWR.Streamflow.Month~HydroBase
# # Write time series in two simple formats
# # Write a DateValue format file (columns with metadata in a header)
# WriteDateValue(OutputFile="SPlatteStreamflow.dv",Precision=1)
# # Convert time series to a table and then write the table (columns)
# TimeSeriesToTable(TableID="PlatteStreamflow",DateTimeColumn="Date",DataColumn="%L-%T",DataRow=1,IfTableNotFound="Create")
# WriteTableToDelimitedFile(TableID="PlatteStreamflow",OutputFile="SPlatteStreamflow.csv")
# 
# -----------------------------------------------------------------------------
# HydroBase database is: HydroBase on lonetree\CDSS
# HydroBase.db_version:  design version: 20080701  last data change: 20100801
# HydroBase table structure for software is at least 2007052520070525
# HydroBase input name is "".
# Stored procedures are being used.
# -----------------------------------------------------------------------------
# 
# Column headings are first line below, followed by data lines.
"Date","06759500-Streamflow","06754000-Streamflow"
1990-11,,49781.88
1990-12,,44351.06
1991-01,,48792.12
1991-02,,43099.47
1991-03,,34356.20
1991-04,,17331.82
1991-05,,29917.13
1991-06,,148958.86
1991-07,,40733.16
1991-08,,41857.80
1991-09,,38779.41
1991-10,,41931.19
1991-11,,56970.09
1991-12,,51910.18
1992-01,,54252.69
1992-02,,47066.47
1992-03,,97407.70
1992-04,,61587.68
1992-05,,28917.45
1992-06,,63271.67
1992-07,,33894.05
1992-08,,61020.39
1992-09,,31549.55
1992-10,,43484.27
1992-11,,49873.13
1992-12,,50882.73
1993-01,,47526.64
1993-02,,48623.52
1993-03,,57156.54
1993-04,,46981.18
1993-05,,29946.88
1993-06,,82953.94
1993-07,,30244.41
1993-08,,28387.85
1993-09,,47453.25
1993-10,,46221.50
1993-11,,56373.05
1993-12,,53407.72
1994-01,,48798.07
1994-02,,42008.55
1994-03,,45997.36
1994-04,,31369.05
1994-05,,36413.09
1994-06,,37811.46
1994-07,,11250.41
1994-08,,25097.22
1994-09,,25531.61
1994-10,,37248.15
1994-11,,39080.90
1994-12,,41405.56
1995-01,,37738.07
1995-02,,33963.47
1995-03,,29792.17
1995-04,,17605.55
1995-05,,276372.97
1995-06,,757816.00
1995-07,,340086.94
1995-08,,37896.75
1995-09,,66361.96
1995-10,,64697.80
1995-11,,43420.80
1995-12,,50083.38
1996-01,,51495.63
1996-02,,45642.32
1996-03,,48764.35
1996-04,,26180.22
1996-05,,73109.83
1996-06,,159751.09
1996-07,,56638.84
1996-08,,33247.43
1996-09,,68448.60
1996-10,,55135.35
1996-11,,59338.39
1996-12,,48411.29
1997-01,,42676.98
1997-02,,42157.31
1997-03,,38809.16
1997-04,,51003.72
1997-05,,69559.36
1997-06,,552900.63
1997-07,,53713.18
1997-08,,145400.47
1997-09,,68327.61
1997-10,,86659.12
1997-11,,89971.56
1997-12,,76067.23
1998-01,,75670.52
1998-02,,58675.90
1998-03,,71382.20
1998-04,,136325.95
1998-05,,147413.72
1998-06,,69095.22
1998-07,,55236.51
1998-08,,49032.12
1998-09,,33689.75
1998-10,,52574.65
1998-11,,66508.74
1998-12,,66377.83
1999-01,,61095.77
1999-02,,40870.02
1999-03,,35776.39
1999-04,,71719.39
1999-05,,377936.09
1999-06,,309207.81
1999-07,,48772.28
1999-08,,131135.14
1999-09,,81400.86
1999-10,,78546.60
1999-11,,71167.98
1999-12,,65503.11
2000-01,,73329.99
2000-02,,58588.63
2000-03,,53183.59
2000-04,,30976.32
2000-05,,47266.80
2000-06,,25166.65
2000-07,,19529.54
2000-08,,21304.77
2000-09,,34203.47
2000-10,,46604.32
2000-11,,46386.13
2000-12,,35673.25
2001-01,,40713.32
2001-02,,46729.28
2001-03,,42189.05
2001-04,,43327.57
2001-05,,76293.34
2001-06,,33905.95
2001-07,,41377.79
2001-08,,19446.23
2001-09,,30480.45
2001-10,,34316.54
2001-11,,43307.74
2001-12,14632.28,42193.01
2002-01,21161.96,36756.24
2002-02,14166.16,34090.41
2002-03,24230.44,41889.54
2002-04,8915.83,10929.08
2002-05,8616.32,12228.28
2002-06,6452.33,8364.42
2002-07,8540.95,7053.33
2002-08,5073.79,5258.26
2002-09,4274.44,9300.63
2002-10,21485.27,20703.77
2002-11,12712.25,32499.65
2002-12,8453.68,28086.36
2003-01,13961.86,31331.37
2003-02,14957.57,32767.42
2003-03,23776.21,45400.33
2003-04,25245.99,36458.71
2003-05,32715.85,56470.25
2003-06,53397.80,102529.10
2003-07,10064.28,13075.23
2003-08,10341.97,13888.47
2003-09,19228.05,32654.36
2003-10,11024.29,23058.19
2003-11,11371.41,39354.63
2003-12,12769.77,33900.00
2004-01,16504.70,29909.20
2004-02,15812.46,34167.77
2004-03,17905.05,32882.46
2004-04,15826.35,25418.55
2004-05,17992.33,25579.22
2004-06,15915.60,26959.73
2004-07,21108.41,35068.28
2004-08,19624.75,37077.57
2004-09,20892.21,35121.84
2004-10,43825.43,70920.04
2004-11,18634.98,48895.26
2004-12,22818.18,44961.98
2005-01,26906.18,32989.57
2005-02,20259.47,35217.04
2005-03,16780.41,36436.89
2005-04,17565.88,50125.03
2005-05,40074.63,72667.51
2005-06,94688.32,174573.78
2005-07,8443.76,13823.01
2005-08,10605.77,24024.15
2005-09,13620.69,18488.20
2005-10,27733.30,61954.62
2005-11,12587.29,42734.51
2005-12,22578.18,31347.23
2006-01,23270.42,33806.77
2006-02,19608.88,32600.81
2006-03,16582.06,37264.02
2006-04,5835.46,11831.58
2006-05,7325.07,8162.10
2006-06,5420.91,9784.61
2006-07,13694.08,27761.07
2006-08,10855.70,19833.02
2006-09,14380.38,23635.39
2006-10,23909.11,42280.29
2006-11,12367.12,44900.49
2006-12,14689.80,44462.14
2007-01,25561.37,33600.49
2007-02,20999.31,46657.87
2007-03,44454.20,77751.22
2007-04,48145.50,93684.67
2007-05,109302.75,211361.77
2007-06,40382.08,96152.15
2007-07,14324.84,23579.85
2007-08,17534.14,33802.81
2007-09,16302.39,30274.16
2007-10,35038.53,48195.08
2007-11,28118.10,55964.45
2007-12,23333.89,34806.46
2008-01,21415.85,33057.01
2008-02,6666.54,42794.01
2008-03,28431.49,40267.04
2008-04,4605.69,17641.25
2008-05,15147.99,25198.38
2008-06,20562.95,40798.61
2008-07,11740.34,18325.56
2008-08,31289.71,60002.86
2008-09,26759.40,40905.72
2008-10,32959.82,43224.43
2008-11,18319.61,39027.35
2008-12,20925.93,44120.97
2009-01,21374.20,42897.16
2009-02,20196.00,35129.77
2009-03,10137.67,31767.74
2009-04,27037.09,61429.00
2009-05,29199.10,72546.52
2009-06,162309.81,258926.09
2009-07,40350.34,58650.11
2009-08,19083.25,23577.87
2009-09,12057.70,31353.18
